item_id,order_id,product_id,quantity,unit_price
246,1135,153,2,11910
247,1135,345,1,2759
248,1136,305,1,2711
249,1136,277,5,3161
250,1137,156,1,215
251,1137,110,1,2775
252,1138,173,2,10353
253,1139,122,1,321
254,1139,298,2,88687
255,1140,110,2,3000
256,1140,139,3,1804
257,1140,236,1,29008
258,1141,347,1,7459
259,1142,175,1,3513
260,1143,167,2,1052
261,1143,229,2,1735
262,1143,330,5,6593
263,1144,209,1,76162
264,1145,125,3,1594
265,1145,225,3,4398
266,1145,315,1,1471
267,1145,341,1,3367
268,1146,227,1,322
269,1147,126,1,4719
270,1147,250,1,12025
271,1147,275,3,10525
272,1148,349,5,5028
273,1149,175,1,3474
274,1149,124,1,902
275,1150,333,1,10880
276,1151,256,1,1542
277,1151,155,1,5474
278,1151,349,3,4844
279,1152,242,2,3133
280,1153,228,5,38111
281,1153,178,1,3414
282,1153,258,5,6594
283,1154,131,1,36521
284,1154,190,2,882
285,1155,185,1,29725
286,1156,270,1,11087
287,1157,309,1,4567
288,1157,189,1,13040
289,1158,329,1,5431
290,1158,120,1,3731
291,1159,282,1,13799
292,1160,171,1,1915
293,1160,234,1,6770
294,1161,344,1,3059
295,1161,254,1,192
296,1162,288,1,394
297,1162,188,2,7822
298,1163,300,1,47820
299,1164,148,2,10155
300,1164,215,1,771
301,1164,264,2,46287
302,1165,198,3,3033
303,1166,122,3,315
304,1166,176,1,5542
305,1167,310,1,4171
306,1168,321,2,28624
307,1168,147,2,2237
308,1168,167,1,1120
309,1168,111,5,1150
310,1169,116,1,1194
311,1169,273,2,1518
312,1170,102,1,1909
313,1170,221,2,1578
314,1171,269,1,1226
315,1171,142,1,29977
316,1171,136,1,7015
317,1172,322,1,86010
318,1172,140,2,12619
319,1173,170,1,1043
320,1174,216,3,3084
321,1174,255,3,1997
322,1175,164,1,48687
323,1176,299,1,452
324,1176,181,1,762
325,1176,150,2,11294
326,1177,312,1,66029
327,1178,264,2,47501
328,1179,243,1,1500
329,1179,111,1,1165
330,1179,254,3,181
331,1179,295,1,7794
332,1180,283,1,58929
333,1180,342,1,29659
334,1180,185,2,29471
335,1181,339,1,39690
336,1181,268,2,8623
337,1181,168,3,2455
338,1182,122,2,315
339,1183,158,1,2756
340,1183,106,5,24897
341,1183,199,2,13611
342,1184,219,1,1717
343,1184,243,1,1565
344,1184,250,2,12753
345,1184,298,1,88644
346,1185,285,1,1461
347,1186,185,2,30788
348,1187,301,2,6975
349,1187,196,1,1960
350,1187,252,1,12432
351,1188,208,2,2612
352,1189,277,1,2944
353,1189,177,2,9390
354,1190,118,2,316
355,1191,162,1,738
356,1192,329,1,5306
357,1193,207,1,6135
358,1194,118,2,322
359,1194,177,1,9088
360,1195,172,1,2934
361,1196,142,2,29505
362,1196,264,1,46542
363,1197,321,1,29666
364,1197,333,1,10437
365,1197,147,1,2387
366,1198,145,1,3018
367,1198,155,1,5515
368,1198,178,1,3191
369,1199,164,5,50571
370,1200,237,1,707
371,1201,250,1,12897
372,1201,338,2,612
373,1201,108,1,1372
374,1202,162,1,731
375,1202,296,2,521
376,1203,192,5,1335
377,1203,147,1,2339
378,1204,235,1,1228
379,1204,200,3,2415
380,1204,158,1,2913
381,1205,254,1,182
382,1205,124,1,859
383,1206,134,1,1927
384,1207,338,1,596
385,1207,297,2,5893
386,1208,198,1,3189
387,1208,255,1,2022
388,1208,154,1,5864
389,1209,156,1,214
390,1210,112,1,1028
391,1211,102,1,1890
392,1211,148,2,9798
393,1211,139,1,1686
394,1212,158,1,2796
395,1213,101,2,7408
396,1213,115,2,2096
397,1214,138,1,8837
398,1215,274,2,66355
399,1215,172,2,2828
400,1216,101,1,8031
401,1216,287,3,35360
402,1217,304,2,12681
403,1218,135,5,3746
404,1218,291,1,3958
405,1218,160,1,13454
406,1218,122,1,303
407,1219,315,1,1470
408,1219,163,1,490
409,1220,151,2,22724
410,1220,274,1,69043
411,1220,258,1,7140
412,1221,188,1,8025
413,1221,115,2,2185
414,1222,107,2,68355
415,1223,280,2,7103
416,1224,270,1,11847
417,1225,134,1,2045
418,1226,261,1,3879
419,1227,262,3,79379
420,1228,163,1,485
421,1229,239,2,7533
422,1229,192,1,1331
423,1230,173,1,10053
424,1230,266,3,4792
425,1231,139,2,1677
426,1232,341,2,3285
427,1233,333,1,10939
428,1234,279,3,928
429,1234,139,1,1668
430,1235,254,2,190
431,1236,257,1,7570
432,1237,238,1,1209
433,1237,283,1,62656
434,1237,167,1,1078
435,1238,188,3,7615
436,1238,330,1,6979
437,1238,154,2,5671
438,1239,191,1,586
439,1240,211,1,4539
440,1241,328,1,2535
441,1242,172,5,2790
442,1242,181,3,770
443,1243,194,5,34462
444,1243,273,1,1506
445,1243,201,1,25078
446,1243,181,2,763
447,1244,306,2,9830
448,1245,106,2,24292
449,1245,179,5,39055
450,1245,205,5,774
451,1246,338,1,596
452,1247,114,2,215
453,1247,322,3,89091
454,1247,208,1,2747
455,1248,280,2,7180
456,1248,106,1,25207
457,1249,136,1,7043
458,1250,323,2,4403
459,1251,138,2,8794
460,1252,241,2,1315
461,1252,320,2,3794
462,1253,189,5,13126
463,1254,325,1,2373
464,1254,136,1,7099
465,1255,153,2,11905
466,1255,159,1,955
467,1256,343,5,8901
468,1256,342,1,28750
469,1257,140,1,12584
470,1257,278,2,37451
471,1258,202,1,24347
472,1258,225,1,4315
473,1259,272,3,5872
474,1259,136,3,6939
475,1260,118,5,332
476,1261,107,3,73529
477,1261,311,2,5209
478,1261,343,1,9016
479,1262,165,2,6232
480,1263,293,1,6479
481,1264,198,5,3043
482,1264,106,5,25224
483,1265,228,2,35966
484,1265,286,1,39632
485,1266,274,1,72276
486,1267,325,1,2304
487,1267,335,1,43060
488,1267,254,2,196
489,1268,149,1,1012
490,1269,124,5,879
491,1269,333,3,11171
492,1269,245,3,1446
493,1270,175,1,3456
494,1270,201,1,25528
495,1270,129,2,535
496,1271,156,2,222
497,1271,344,2,3275
498,1271,235,1,1308
499,1272,116,1,1090
500,1273,329,1,5133
501,1274,185,1,29835
502,1275,232,2,1527
503,1276,191,1,563
504,1276,230,2,4062
505,1277,339,1,38609
506,1278,316,3,9315
507,1279,347,3,7029
508,1280,303,1,82712
509,1280,334,1,1267
510,1280,269,2,1218
511,1281,124,1,891
512,1282,305,1,2629
513,1283,247,1,3347
514,1284,249,2,1914
515,1285,141,1,975
516,1285,206,2,3078
517,1286,238,1,1153
518,1287,239,1,7750
519,1288,281,1,4254
520,1289,162,5,726
521,1290,295,1,7438
522,1290,231,1,1398
523,1291,299,1,443
524,1291,280,1,6999
525,1292,338,1,626
526,1292,209,1,78733
527,1292,210,2,27227
528,1293,188,3,7870
529,1293,153,1,11733
530,1293,141,2,969
531,1294,182,1,10572
532,1295,116,1,1183
533,1295,143,1,1441
534,1296,162,1,723
535,1297,341,1,3321
536,1297,335,1,45086
537,1297,102,3,1997
538,1298,158,2,2707
539,1298,243,1,1536
540,1298,322,1,89404
541,1299,131,1,36874
542,1299,325,1,2343
543,1299,295,2,8025
544,1300,300,2,43778
545,1301,138,3,9174
546,1301,119,1,4013
547,1301,113,2,1109
548,1302,347,2,7358
549,1302,114,3,213
550,1302,190,5,883
551,1303,338,2,615
552,1303,301,1,6894
553,1304,128,1,5935
554,1304,197,1,1237
555,1305,205,2,797
556,1305,176,1,5550
557,1305,111,1,1192
558,1306,258,2,6583
559,1307,315,5,1413
560,1307,173,2,9832
561,1307,342,1,28044
562,1307,136,2,6729
563,1308,120,2,3557
564,1309,104,1,9877
565,1309,218,1,31071
566,1310,130,1,2768
567,1311,122,5,296
568,1311,333,2,10183
569,1312,313,3,1458
570,1313,109,1,305
571,1314,154,1,5931
572,1314,272,1,5685
573,1315,319,1,1312
574,1315,153,1,11522
575,1316,123,1,13834
576,1316,254,1,191
577,1317,199,3,14298
578,1317,163,1,507
579,1317,349,3,5089
580,1318,140,1,12135
581,1319,344,3,3170
582,1319,227,1,319
583,1319,278,1,37741
584,1319,136,1,7240
585,1320,143,1,1415
586,1320,285,1,1495
587,1321,289,2,8902
588,1321,273,1,1452
589,1322,292,1,1523
590,1323,107,2,69613
591,1324,137,1,3000
592,1325,152,2,29736
593,1325,287,5,36011
594,1325,115,1,2163
595,1325,326,1,78868
596,1326,330,1,7066
597,1326,152,1,27736
598,1326,308,1,2167
599,1327,117,1,9508
600,1327,242,1,3414
601,1328,237,1,720
602,1328,348,5,1800
603,1328,112,5,956
604,1329,342,2,29271
605,1329,254,1,195
606,1330,168,2,2584
607,1331,123,1,14023
608,1332,335,2,43461
609,1333,136,1,6687
610,1333,273,3,1576
611,1333,263,2,10146
612,1334,166,3,11046
613,1334,297,3,5677
614,1334,218,5,33048
615,1335,190,2,961
616,1336,290,1,1810
617,1336,163,1,485
618,1337,229,1,1610
619,1338,132,1,1820
620,1338,292,2,1596
621,1339,322,1,83139
622,1340,204,1,589
623,1340,308,3,2102
624,1341,323,1,4474
625,1341,330,3,6598
626,1342,211,3,4484
627,1342,240,1,49773
628,1342,235,1,1326
629,1343,218,1,32184
630,1343,337,1,11541
631,1344,313,2,1398
632,1345,150,2,10793
633,1345,215,1,825
634,1346,241,3,1283
635,1347,238,1,1165
636,1347,348,2,1886
637,1347,256,2,1431
638,1348,260,1,9178
639,1349,350,2,770
640,1350,241,3,1322
641,1351,290,1,1757
642,1352,336,5,4447
643,1352,282,1,14279
644,1352,341,2,3244
645,1353,149,1,1032
646,1353,247,2,3385
647,1354,202,1,22831
648,1355,121,1,4578
649,1355,266,1,4770
650,1356,193,1,12700
651,1356,299,1,444
652,1356,112,2,1002
653,1357,314,3,8323
654,1358,113,1,1056
655,1358,261,1,3607
656,1359,288,3,394
657,1360,265,1,496
658,1361,171,1,1887
659,1362,270,2,11410
660,1363,142,1,28948
661,1363,159,1,966
662,1363,318,1,5100
663,1363,149,1,1045
664,1364,106,1,24160
665,1364,341,1,3262
666,1365,136,2,7042
667,1365,167,1,1067
668,1366,263,2,9699
669,1366,174,3,48364
670,1366,107,3,72618
671,1367,343,2,9320
672,1368,274,1,66256
673,1368,299,1,458
674,1368,333,2,10523
675,1369,341,1,3219
676,1370,172,2,2984
677,1370,198,5,3089
678,1371,338,3,601
679,1372,169,1,1254
680,1372,230,2,4115
681,1373,191,1,570
682,1373,268,1,8805
683,1373,241,1,1256
684,1373,342,1,28370
685,1374,321,2,28478
686,1375,221,1,1641
687,1376,163,2,508
688,1376,141,2,950
689,1377,313,2,1441
690,1378,287,2,38014
691,1378,211,1,4200
692,1378,253,2,569
693,1379,193,2,12610
694,1379,285,1,1401
695,1379,109,3,296
696,1380,145,3,3016
697,1381,246,1,30855
698,1381,112,2,1041
699,1381,279,3,918
700,1382,302,3,44084
701,1383,102,1,1955
702,1383,162,1,755
703,1383,244,1,2804
704,1383,337,1,11849
705,1384,188,1,7651
706,1385,180,1,37354
707,1385,154,1,5929
708,1386,276,2,1477
709,1387,293,3,6422
710,1387,226,1,2245
711,1387,259,2,78072
712,1388,269,1,1163
713,1389,143,3,1517
714,1389,203,1,37819
715,1389,192,2,1342
716,1389,148,3,10041
717,1390,235,1,1294
718,1390,194,2,35477
719,1391,188,5,7710
720,1392,111,3,1175
721,1392,305,2,2603
722,1392,255,1,2114
723,1393,189,1,13077
724,1393,313,2,1499
725,1393,192,3,1279
726,1394,240,1,48444
727,1394,317,1,29241
728,1395,316,1,8887
729,1396,222,1,2649
730,1397,323,1,4427
731,1397,292,3,1548
732,1398,232,1,1472
733,1399,268,1,8917
734,1399,214,1,78282
735,1399,201,1,25882
736,1399,141,1,967
737,1400,259,2,84978
738,1401,227,5,304
739,1402,185,2,30387
740,1403,335,1,44179
741,1403,311,2,5169
742,1404,126,1,4679
743,1404,343,1,8980
744,1405,336,5,4532
745,1405,243,1,1607
746,1405,236,2,29314
747,1406,195,2,7005
748,1407,112,3,964
749,1408,285,1,1413
750,1409,193,2,12497
751,1410,256,1,1523
752,1410,257,1,6886
753,1411,167,1,1026
754,1412,152,1,30194
755,1412,266,1,5208
756,1412,177,1,8918
757,1413,141,5,938
758,1413,271,1,3327
759,1414,205,1,787
760,1415,340,1,1429
761,1415,220,1,201
762,1415,255,1,2154
763,1415,133,1,693
764,1416,258,1,6516
765,1417,159,2,927
766,1417,310,2,4006
767,1418,120,1,3547
768,1418,302,1,44565
769,1419,107,1,71219
770,1420,225,1,4357
771,1420,101,3,7834
772,1421,121,1,4263
773,1421,196,1,1816
774,1421,322,5,82939
775,1422,197,1,1258
776,1422,291,2,3623
777,1422,307,1,7444
778,1423,326,1,76665
779,1423,115,1,2186
780,1424,267,2,4974
781,1425,285,1,1437
782,1425,302,2,44138
783,1426,118,1,327
784,1427,209,1,73248
785,1428,163,3,508
786,1429,119,1,4244
787,1430,163,1,478
788,1431,141,1,915
789,1431,139,2,1673
790,1432,145,2,2851
791,1432,109,2,322
792,1432,298,2,85285
793,1433,264,1,48324
794,1433,206,1,2989
795,1434,123,5,14110
796,1434,267,1,5029
797,1435,292,1,1633
798,1436,210,1,27330
799,1436,224,1,11047
800,1437,126,1,4548
801,1437,300,1,44264
802,1438,244,1,3027
803,1439,272,2,5484
804,1439,237,1,675
805,1439,315,1,1468
806,1440,250,2,12853
807,1440,293,1,6109
808,1440,121,1,4416
809,1441,202,1,23537
810,1442,148,1,10198
811,1443,215,2,825
812,1444,273,1,1558
813,1444,229,3,1627
814,1445,128,1,5812
815,1446,337,1,12131
816,1446,299,1,440
817,1446,213,1,39199
818,1447,235,1,1354
819,1447,223,1,8618
820,1447,292,2,1668
821,1448,174,5,46520
822,1448,271,2,3407
823,1448,198,1,3017
824,1449,101,5,7352
825,1449,176,3,5315
826,1450,177,1,9510
827,1451,176,1,5152
828,1452,237,2,689
829,1453,168,3,2522
830,1453,223,1,9366
831,1453,107,1,70834
832,1454,106,1,24895
833,1454,156,5,209
834,1455,157,1,8244
835,1456,203,1,39376
836,1456,287,2,36951
837,1457,344,1,3346
838,1458,253,1,605
839,1458,130,1,2716
840,1458,270,1,11061
841,1458,265,1,474
842,1459,138,1,8684
843,1459,249,1,1868
844,1459,125,1,1609
845,1459,121,1,4201
846,1460,298,1,81290
847,1460,343,3,9077
848,1461,257,2,7473
849,1462,165,2,6247
850,1462,314,2,8407
851,1463,181,3,761
852,1463,142,1,28649
853,1464,205,1,774
854,1464,303,1,76328
855,1465,270,5,12044
856,1465,127,1,8409
857,1466,306,2,10071
858,1467,205,1,818
859,1467,321,1,27430
860,1468,345,3,2875
861,1468,194,1,36138
862,1469,208,2,2659
863,1470,334,2,1206
864,1471,329,1,5462
865,1471,155,2,5585
866,1472,201,5,24215
867,1472,236,1,29641
868,1473,104,1,10166
869,1473,228,1,38628
870,1474,130,1,2820
871,1474,200,1,2491
872,1475,162,2,722
873,1475,120,1,3481
874,1475,221,3,1609
875,1476,115,1,2058
876,1476,163,1,490
877,1477,186,1,1234
878,1477,229,3,1723
879,1478,254,3,191
880,1479,140,1,12791
881,1479,224,2,11131
882,1479,318,3,5046
883,1480,128,1,6066
884,1480,213,2,39153
885,1480,308,2,2179
886,1481,316,5,9042
887,1481,332,1,516
888,1482,340,1,1418
889,1483,149,1,954
890,1484,202,2,23231
891,1484,160,1,14506
892,1485,243,1,1477
893,1485,165,1,6176
894,1486,103,2,1057
895,1486,330,1,6900
896,1487,346,2,1137
897,1488,270,1,12033
898,1489,219,2,1854
899,1489,135,1,3869
900,1490,322,2,86909
901,1490,146,2,1933
902,1491,343,2,8854
903,1492,117,1,9599
904,1493,221,1,1636
905,1493,150,1,11236
906,1493,340,1,1361
907,1493,210,1,29843
908,1494,267,1,4922
909,1495,170,2,1059
910,1495,125,3,1615
911,1495,277,3,3023
912,1496,148,1,10005
913,1496,288,1,416
914,1496,161,1,1616
915,1497,144,1,3560
916,1498,170,5,972
917,1498,140,2,12181
918,1498,272,3,5635
919,1499,179,1,39531
920,1499,213,5,38886
921,1500,210,1,28171
922,1500,269,5,1160
923,1501,173,1,9828
924,1501,127,1,8961
925,1501,180,3,35853
926,1502,313,2,1441
927,1503,124,2,901
928,1504,312,1,60626
929,1504,146,3,1912
930,1505,152,1,28555
931,1506,292,2,1678
932,1507,345,1,2884
933,1508,211,2,4630
934,1508,250,2,12824
935,1509,160,1,14146
936,1509,238,1,1138
937,1510,301,2,6509
938,1510,294,2,29688
939,1510,150,2,10840
940,1511,320,1,3675
941,1511,139,2,1732
942,1512,205,1,804
943,1513,238,1,1159
944,1513,255,1,2053
945,1514,289,3,9120
946,1514,235,1,1282
947,1514,198,3,3135
948,1514,212,1,17490
949,1515,199,2,13766
950,1515,342,1,27525
951,1516,188,3,7522
952,1517,142,3,30208
953,1517,350,5,794
954,1517,295,5,7784
955,1518,336,2,4393
956,1518,223,2,9214
957,1518,316,2,9697
958,1519,154,1,5710
959,1520,204,1,568
960,1520,185,1,28561
961,1520,112,1,1009
962,1521,171,2,1923
963,1521,135,1,3607
964,1522,287,2,36311
965,1523,347,1,7333
966,1524,249,1,1893
967,1524,167,1,1091
968,1525,106,3,24585
969,1525,324,1,404
970,1525,322,2,90811
971,1526,347,2,7590
972,1527,344,5,3338
973,1528,187,1,23985
974,1529,287,1,37230
975,1530,287,1,38297
976,1531,199,2,13948
977,1531,226,3,2220
978,1532,278,1,39926
979,1533,264,2,45925
980,1533,212,3,18823
981,1534,295,3,7812
982,1535,205,2,815
983,1535,320,1,3650
984,1535,282,1,14031
985,1536,331,2,7983
986,1536,146,3,1867
987,1536,304,1,12191
988,1537,177,5,9672
989,1538,321,2,27849
990,1539,281,5,4279
991,1540,197,3,1225
992,1541,119,2,4147
993,1541,262,1,76338
994,1541,206,2,3077
995,1541,295,3,7832
996,1542,232,1,1456
997,1543,106,3,23862
998,1543,298,1,84047
999,1543,121,1,4574
1000,1544,154,2,6035
1001,1544,101,1,7550
1002,1545,332,1,521
1003,1545,282,2,13120
1004,1545,226,1,2142
1005,1546,343,1,9158
1006,1547,275,1,10483
1007,1548,231,2,1432
1008,1549,163,1,479
1009,1549,160,5,13623
1010,1550,274,1,69219
1011,1551,331,3,8622
1012,1551,113,3,1088
1013,1551,215,3,797
1014,1552,145,3,2907
1015,1552,273,5,1512
1016,1552,206,1,2834
1017,1553,333,3,10783
1018,1553,242,3,3193
1019,1554,298,1,83155
1020,1554,320,1,3623
1021,1555,229,2,1610
1022,1556,149,1,996
1023,1557,312,3,66237
1024,1558,222,1,2663
1025,1558,200,1,2479
1026,1558,220,1,218
1027,1559,191,1,596
1028,1560,177,1,9179
1029,1561,154,2,5688
1030,1561,267,2,5237
1031,1562,112,3,1024
1032,1562,247,2,3199
1033,1563,230,1,4334
1034,1564,188,1,8262
1035,1564,163,1,508
1036,1565,188,5,8227
1037,1566,134,1,1916
1038,1566,342,2,30111
1039,1566,206,2,3077
1040,1567,220,1,220
1041,1568,118,2,330
1042,1568,116,2,1169
1043,1569,208,1,2656
1044,1570,229,2,1726
1045,1570,246,5,30409
1046,1570,252,1,12423
1047,1571,292,1,1669
1048,1571,347,1,7058
1049,1572,221,1,1573
1050,1572,215,2,812
1051,1573,272,1,5688
1052,1573,101,2,7573
1053,1574,301,1,7104
1054,1574,314,2,8041
1055,1575,135,1,3632
1056,1576,196,1,1933
1057,1576,105,1,1817
1058,1577,160,1,13601
1059,1578,228,3,38853
1060,1578,209,1,78911
1061,1579,260,1,9592
1062,1579,237,1,678
1063,1580,325,1,2264
1064,1581,225,1,4614
1065,1582,252,3,11665
1066,1583,229,1,1663
1067,1583,187,3,23981
1068,1584,184,2,3942
1069,1585,330,2,6907
1070,1586,158,1,2723
1071,1586,301,1,6554
1072,1586,230,3,4307
1073,1587,205,3,808
1074,1587,206,1,2850
1075,1587,180,1,34904
1076,1588,230,2,4022
1077,1589,196,1,1987
1078,1590,298,1,82623
1079,1590,182,2,10739
1080,1590,237,1,720
1081,1590,309,2,4345
1082,1591,188,2,7995
1083,1591,325,3,2295
1084,1592,274,5,72271
1085,1592,304,5,12467
1086,1593,193,3,12997
1087,1594,129,2,542
1088,1594,197,1,1305
1089,1594,218,1,30998
1090,1594,189,1,13424
1091,1595,329,2,5114
1092,1596,151,5,22631
1093,1597,199,1,13757
1094,1598,310,1,3969
1095,1598,145,2,3051
1096,1599,291,1,3900
1097,1599,316,1,9351
1098,1600,145,1,2932
1099,1600,117,1,9485
1100,1600,232,1,1564
1101,1601,164,1,53045
1102,1602,151,3,24730
1103,1603,110,1,2979
1104,1604,216,1,3039
1105,1605,329,2,5568
1106,1605,113,1,1123
1107,1606,297,1,5815
1108,1607,282,1,14153
1109,1607,211,1,4580
1110,1608,243,2,1491
1111,1609,137,5,3232
1112,1609,205,2,768
1113,1610,179,2,40435
1114,1611,306,1,9249
1115,1611,127,2,8677
1116,1611,106,2,25220
1117,1612,116,3,1184
1118,1613,287,1,37272
1119,1613,235,1,1321
1120,1613,263,1,9516
1121,1614,337,2,11774
1122,1614,133,1,699
1123,1614,139,1,1756
1124,1615,259,2,80356
1125,1616,236,1,28219
1126,1617,339,1,37512
1127,1617,282,1,13370
1128,1618,263,5,10002
1129,1618,337,1,11922
1130,1619,217,2,792
1131,1619,113,1,1161
1132,1620,334,1,1240
1133,1620,317,1,28877
1134,1621,243,1,1557
1135,1621,219,1,1751
1136,1621,341,3,3403
1137,1622,232,3,1576
1138,1623,339,1,39990
1139,1624,105,1,1840
1140,1624,307,1,7338
1141,1625,168,2,2639
1142,1625,104,3,9461
1143,1625,208,5,2603
1144,1626,348,2,1786
1145,1626,188,1,7902
1146,1626,111,2,1161
1147,1626,284,1,2040
1148,1627,110,1,2858
1149,1628,191,3,574
1150,1628,211,2,4424
1151,1629,214,1,77151
1152,1629,287,5,38418
1153,1629,326,2,76051
1154,1630,269,5,1210
1155,1631,338,1,626
1156,1632,126,3,4586
1157,1632,305,1,2592
1158,1632,287,3,35853
1159,1633,332,2,526
1160,1633,326,1,74325
1161,1633,121,1,4484
1162,1634,320,2,3902
1163,1634,234,1,6530
1164,1635,284,2,1913
